"common_name","site_id","site_name","cammlr_region","penguin_count_recent","year_recent","penguin_count_recent_prop","IBA_recent","penguin_count_min","year_min","penguin_count_min_prop","IBA_min","count_median","year_nb","count_median_prop","IBA_median","penguin_count_max","year_max","penguin_count_max_prop","IBA_max","bearing","Permissions","coords.x1","coords.x2","auto_bearing_n_cells","auto_bearing_sum_dist","auto_bearing_n_cells_kappa","auto_bearing_sum_dist_kappa"
"EMP","UMBE","Umbeashi","58.4.2",146,2009,0.06,"0",146,2009,0.06,"0",146,1,0.06,"0",146,2009,0.06,"0",350,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",1646205.74901535,1764721.92660245,NA,332.331380487359,NA,1.0850633118354
"EMP","WASH","Cape Washington","88.1",17096,2012,6.67,"1",6003,2010,2.34,"1",11808,9,4.6,"1",17096,2012,6.67,"1",135,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",423965.239676426,-1624140.90611637,NA,130.350886361354,NA,0.507737475418249
"EMP","BARB","Barrier Bay","58.4.1",1156,2011,0.45,"0",1,2010,0,"0",295,3,0.11,"0",1156,2011,0.45,"0",330,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",2581398.24656765,390860.635729918,NA,308.180210847053,NA,0.641516195339882
"EMP","BRCO","Bryan Coast","88.3",1000,2019,0.39,"0",1000,2019,0.39,"0",1000,1,0.39,"0",1000,2019,0.39,"0",2,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",-1826538.40190701,148637.620768853,NA,53.4112285429509,NA,0.905542962531204
"EMP","BUIS","Burton Ice Shelf","58.4.1",1000,2019,0.39,"0",1000,2019,0.39,"0",1000,1,0.39,"0",1000,2019,0.39,"0",350,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",2614077.28573147,13895.4098835738,NA,3.70321549419477,NA,0.0763935154152617
"EMP","LAIS","Larsen Ice Shelf","48.5",3000,2019,1.17,"1",3000,2019,1.17,"1",3000,1,1.17,"1",3000,2019,1.17,"1",90,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",-2296121.55205308,1289910.26704312,NA,73.8104353899937,NA,1.23298609010426
"EMP","MBOF","Mertz Break Off","58.4.1",3000,2019,1.17,"1",3000,2019,1.17,"1",3000,1,1.17,"1",3000,2019,1.17,"1",15,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",1398654.54645154,-2060651.12011176,NA,78.6171057608214,NA,0.836685255786018
"EMP","ROTI","Rotschild Island","88.3",1000,2019,0.39,"0",1000,2019,0.39,"0",1000,1,0.39,"0",1000,2019,0.39,"0",320,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",-2140871.86230653,686149.418695015,NA,342.526582548471,NA,0.611036437538462
"EMP","SACO","Sabrina Coast","58.4.1",1000,2019,0.39,"0",1000,2019,0.39,"0",1000,1,0.39,"0",1000,2019,0.39,"0",350,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",2248286.80013546,-1358180.73323143,NA,345.877848456794,NA,0.0414132679209251
"EMP","WEIS","West Ice Shelf","58.4.1",3436,2011,1.34,"1",3436,2011,1.34,"1",3436,1,1.34,"1",3436,2011,1.34,"1",305,"Cleaned data used in Handley & Rouyer et al. 2021, Frontiers in Marine Science, marine IBAs Antarctica. See supplementary material for individual colony references.",2481530.41915964,351810.274270307,NA,263.833929698663,NA,1.75095193820009
